year,month,day,statefips,gps_census_fips_code,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,6,14,18,.,0,0.07,2.7,0.11,-0.1,0,-1.14E-07
2020,6,14,19,.,0.01,0.26,2.78,0.07,-0.06,-0.01,0.0203
2020,6,14,20,.,0,0.04,1.29,0.13,-0.09,0.01,-0.0203
2020,6,14,21,.,-0.08,0.07,1.41,-0.01,-0.13,0.01,-0.0203
2020,6,14,22,.,-0.13,0.04,0.2,-0.19,-0.16,0.03,-0.061
2020,6,14,23,.,0.01,0.16,2.19,0.07,-0.03,-0.01,0.0203
2020,6,14,24,.,-0.19,-0.04,1.8,-0.25,-0.16,0.05,-0.102
2020,6,14,25,.,-0.21,-0.11,1.22,-0.42,-0.12,0.05,-0.102
2020,6,14,26,.,-0.05,0.04,3.14,-0.09,-0.09,0,-1.14E-07
2020,6,14,27,.,-0.1,0.05,2.16,-0.34,-0.1,0,-1.14E-07
2020,6,14,28,.,-0.01,0.06,0.66,0.06,-0.13,0.02,-0.0407
2020,6,14,29,.,0,0.1,1.42,-0.05,-0.08,0,-1.14E-07
2020,6,14,30,.,0.08,0.2,0.93,0.22,-0.08,0,-1.14E-07
2020,6,14,31,.,-0.08,0.05,1.63,0.11,-0.07,0.01,-0.0203
2020,6,14,32,.,-0.17,-0.05,0.07,-0.35,-0.27,0.05,-0.102
2020,6,14,33,.,-0.03,-0.02,1.67,-0.06,-0.07,0.02,-0.0407
2020,6,14,34,.,-0.34,-0.05,2.06,-0.42,-0.13,0.06,-0.122
2020,6,14,35,.,-0.13,0.04,0.42,-0.09,-0.11,0.04,-0.0814
2020,6,14,36,.,-0.34,-0.06,1.13,-0.43,-0.17,0.05,-0.102
2020,6,14,37,.,-0.12,0.01,0.62,-0.23,-0.15,0.03,-0.061
2020,6,14,38,.,-0.03,0.04,1.76,-0.05,-0.07,-0.02,0.0407
2020,6,14,39,.,-0.04,0.03,2.57,0.01,-0.1,0,-1.14E-07
2020,6,14,40,.,-0.02,0.1,0.97,0.1,-0.09,0.01,-0.0203
2020,6,14,41,.,-0.14,-0.01,0.74,-0.15,-0.16,0.03,-0.061
2020,6,14,42,.,-0.14,-0.02,1.75,-0.22,-0.12,0.02,-0.0407
2020,6,14,44,.,-0.01,-0.06,2.64,-0.19,-0.09,0.03,-0.061
2020,6,14,45,.,-0.04,0.05,0.61,0.13,-0.14,0.03,-0.061
2020,6,14,46,.,0.13,0.33,3.39,0.36,-0.03,-0.01,0.0203
2020,6,14,47,.,-0.04,0.06,0.98,-0.09,-0.14,0.02,-0.0407
2020,6,14,48,.,-0.14,-0.04,0.11,-0.25,-0.13,0.04,-0.0814
2020,6,14,49,.,-0.04,0.11,1.8,-0.15,-0.16,0,-1.14E-07
2020,6,14,50,.,-0.14,-0.01,1.38,-0.44,-0.12,0.02,-0.0407
2020,6,14,51,.,-0.17,-0.02,1.09,-0.23,-0.15,0.04,-0.0814
2020,6,14,53,.,-0.16,-0.04,0.8,-0.25,-0.16,0.04,-0.0814
2020,6,14,54,.,0,0.08,0.86,0.25,-0.11,0.02,-0.0407
2020,6,14,55,.,0.02,0.11,3.12,0.04,-0.04,-0.01,0.0203
2020,6,14,56,.,0.15,0.28,2.18,0.35,-0.08,-0.02,0.0407
2020,6,15,1,.,-0.03,0.04,0.61,0.01,-0.27,0.07,-0.0829
2020,6,15,2,.,0.14,0.13,1.65,-0.06,-0.26,0.06,-0.0711
2020,6,15,4,.,-0.17,-0.09,-0.06,-0.29,-0.37,0.11,-0.13
2020,6,15,5,.,-0.01,0.08,0.76,0.02,-0.28,0.07,-0.0829
2020,6,15,6,.,-0.29,-0.08,0.07,-0.39,-0.39,0.13,-0.154
2020,6,15,8,.,-0.1,0.01,0.98,-0.31,-0.35,0.09,-0.107
2020,6,15,9,.,-0.08,-0.02,0.96,-0.25,-0.37,0.12,-0.142
2020,6,15,10,.,0,0.02,0.8,-0.24,-0.34,0.1,-0.118
2020,6,15,11,110,-0.51,-0.23,-0.32,-0.67,-0.59,0.22,-0.261
2020,6,15,12,.,-0.19,-0.1,-0.13,-0.39,-0.32,0.1,-0.118
2020,6,15,13,.,-0.11,-0.02,0.4,-0.36,-0.34,0.1,-0.118
2020,6,15,15,.,-0.35,-0.23,-0.41,-0.57,-0.34,0.13,-0.154
2020,6,15,16,.,0.07,0.11,1.51,0.09,-0.24,0.04,-0.0474
2020,6,15,17,.,-0.15,-0.03,0.85,-0.34,-0.38,0.11,-0.13
2020,6,15,18,.,0.03,0.06,1.53,0.02,-0.28,0.07,-0.0829
2020,6,15,19,.,-0.02,0.18,2.03,0.01,-0.28,0.07,-0.0829
2020,6,15,20,.,-0.04,0.02,1.26,0.03,-0.29,0.07,-0.0829
2020,6,15,21,.,-0.03,0.08,0.99,-0.09,-0.3,0.08,-0.0948
2020,6,15,22,.,-0.09,0,0.17,-0.19,-0.26,0.08,-0.0948
2020,6,15,23,.,-0.01,0.11,1.63,-0.03,-0.29,0.07,-0.0829
2020,6,15,24,.,-0.16,-0.06,0.93,-0.38,-0.42,0.15,-0.178
2020,6,15,25,.,-0.18,-0.08,0.79,-0.52,-0.45,0.15,-0.178
2020,6,15,26,.,-0.02,0.03,1.93,-0.2,-0.35,0.09,-0.107
2020,6,15,27,.,-0.07,0.05,1.54,-0.4,-0.38,0.11,-0.13
2020,6,15,28,.,0.05,0.08,0.43,0.02,-0.24,0.06,-0.0711
2020,6,15,29,.,-0.01,0.08,1.06,-0.14,-0.31,0.08,-0.0948
2020,6,15,30,.,0.11,0.2,1.51,0.13,-0.21,0.03,-0.0355
2020,6,15,31,.,-0.02,0.07,1.41,0.03,-0.3,0.08,-0.0948
2020,6,15,32,.,-0.15,-0.04,-0.05,-0.35,-0.35,0.1,-0.118
2020,6,15,33,.,0.02,0.02,1.67,-0.15,-0.34,0.1,-0.118
2020,6,15,34,.,-0.26,-0.04,1.1,-0.47,-0.43,0.16,-0.19
2020,6,15,35,.,-0.09,0.04,0.34,-0.12,-0.34,0.1,-0.118
2020,6,15,36,.,-0.32,-0.06,0.45,-0.52,-0.43,0.15,-0.178
2020,6,15,37,.,-0.13,-0.01,0.24,-0.29,-0.34,0.11,-0.13
2020,6,15,38,.,0.05,0.04,1.83,-0.01,-0.23,0.05,-0.0592
2020,6,15,39,.,-0.03,0.02,1.48,-0.05,-0.32,0.08,-0.0948
2020,6,15,40,.,0.01,0.08,0.67,0.02,-0.28,0.07,-0.0829
2020,6,15,41,.,-0.13,-0.02,0.49,-0.27,-0.37,0.11,-0.13
2020,6,15,42,.,-0.12,-0.03,0.88,-0.33,-0.37,0.11,-0.13
2020,6,15,44,.,-0.02,-0.03,1.97,-0.38,-0.36,0.1,-0.118
2020,6,15,45,.,-0.01,0.05,0.52,-0.02,-0.27,0.08,-0.0948
2020,6,15,46,.,0.11,0.25,2.83,0.26,-0.23,0.06,-0.0711
2020,6,15,47,.,0.01,0.04,0.88,-0.12,-0.29,0.07,-0.0829
2020,6,15,48,.,-0.12,-0.04,0.13,-0.27,-0.35,0.11,-0.13
2020,6,15,49,.,-0.05,0.08,1.42,-0.25,-0.37,0.09,-0.107
2020,6,15,50,.,-0.06,0.01,1.5,-0.27,-0.35,0.1,-0.118
2020,6,15,51,.,-0.17,-0.05,0.37,-0.36,-0.38,0.14,-0.166
2020,6,15,53,.,-0.18,-0.05,0.19,-0.41,-0.42,0.13,-0.154
2020,6,15,54,.,0.01,0.07,0.57,0.09,-0.27,0.07,-0.0829
2020,6,15,55,.,-0.02,0.08,2.08,-0.07,-0.3,0.08,-0.0948
2020,6,15,56,.,0.13,0.24,2.16,0.3,-0.22,0.03,-0.0355
2020,6,16,1,.,-0.03,0.06,0.6,0,-0.26,0.08,-0.0781
2020,6,16,2,.,0.13,0.12,1.47,-0.11,-0.25,0.07,-0.0684
2020,6,16,4,.,-0.17,-0.06,-0.08,-0.27,-0.37,0.12,-0.117
2020,6,16,5,.,0,0.1,1.18,0.01,-0.28,0.07,-0.0684
2020,6,16,6,.,-0.29,-0.05,0.15,-0.38,-0.4,0.14,-0.137
2020,6,16,8,.,-0.1,0.03,0.81,-0.31,-0.38,0.11,-0.107
2020,6,16,9,.,-0.08,0,1.02,-0.23,-0.38,0.12,-0.117
2020,6,16,10,.,0.01,0.04,1.07,-0.22,-0.35,0.11,-0.107
2020,6,16,11,110,-0.5,-0.19,-0.32,-0.69,-0.6,0.21,-0.205
2020,6,16,12,.,-0.18,-0.07,-0.04,-0.38,-0.32,0.11,-0.107
2020,6,16,13,.,-0.09,0.01,0.5,-0.35,-0.35,0.11,-0.107
2020,6,16,15,.,-0.35,-0.2,-0.44,-0.57,-0.34,0.15,-0.146
2020,6,16,16,.,0.06,0.13,1.22,0.06,-0.29,0.08,-0.0781
2020,6,16,17,.,-0.13,-0.01,0.94,-0.32,-0.38,0.12,-0.117
2020,6,16,18,.,0.02,0.08,1.85,0.03,-0.29,0.07,-0.0684
2020,6,16,19,.,-0.04,0.19,2.13,0.02,-0.3,0.08,-0.0781
2020,6,16,20,.,-0.02,0.04,1.53,0.05,-0.31,0.08,-0.0781
2020,6,16,21,.,-0.03,0.11,1.26,-0.08,-0.31,0.07,-0.0684
2020,6,16,22,.,-0.05,0.06,0.19,-0.17,-0.27,0.08,-0.0781
2020,6,16,23,.,-0.01,0.1,2.05,-0.07,-0.29,0.07,-0.0684
2020,6,16,24,.,-0.13,-0.01,1.28,-0.36,-0.43,0.15,-0.146
2020,6,16,25,.,-0.18,-0.06,0.97,-0.52,-0.45,0.15,-0.146
2020,6,16,26,.,-0.02,0.04,2.08,-0.18,-0.36,0.09,-0.0879
2020,6,16,27,.,-0.06,0.09,1.84,-0.36,-0.38,0.12,-0.117
2020,6,16,28,.,0.06,0.1,0.57,0.03,-0.25,0.06,-0.0586
2020,6,16,29,.,-0.02,0.08,1.34,-0.13,-0.32,0.08,-0.0781
2020,6,16,30,.,0.08,0.17,1.22,0.08,-0.23,0.05,-0.0488
2020,6,16,31,.,-0.04,0.05,1.45,0.03,-0.3,0.1,-0.0977
2020,6,16,32,.,-0.12,0,-0.04,-0.33,-0.36,0.11,-0.107
2020,6,16,33,.,0.03,0.07,2.02,-0.11,-0.34,0.1,-0.0977
2020,6,16,34,.,-0.26,0,1.23,-0.46,-0.44,0.16,-0.156
2020,6,16,35,.,-0.08,0.07,0.41,-0.1,-0.34,0.11,-0.107
2020,6,16,36,.,-0.31,0,0.62,-0.5,-0.43,0.15,-0.146
2020,6,16,37,.,-0.16,-0.03,0.05,-0.31,-0.34,0.13,-0.127
2020,6,16,38,.,0.04,0.06,1.35,-0.02,-0.25,0.07,-0.0684
2020,6,16,39,.,-0.01,0.06,1.96,-0.03,-0.31,0.08,-0.0781
2020,6,16,40,.,0.01,0.1,0.94,0.02,-0.29,0.07,-0.0684
2020,6,16,41,.,-0.13,0.02,0.57,-0.27,-0.38,0.11,-0.107
2020,6,16,42,.,-0.1,0.01,1.1,-0.31,-0.36,0.11,-0.107
2020,6,16,44,.,0.01,0,2.39,-0.33,-0.36,0.1,-0.0977
2020,6,16,45,.,-0.02,0.06,0.43,-0.03,-0.28,0.1,-0.0977
2020,6,16,46,.,0.11,0.26,2.62,0.22,-0.25,0.07,-0.0684
2020,6,16,47,.,0.02,0.07,1.08,-0.12,-0.28,0.07,-0.0684
2020,6,16,48,.,-0.11,-0.02,0.21,-0.26,-0.36,0.12,-0.117
2020,6,16,49,.,-0.07,0.07,1.44,-0.27,-0.37,0.11,-0.107
2020,6,16,50,.,-0.06,0.04,1.95,-0.24,-0.35,0.09,-0.0879
2020,6,16,51,.,-0.16,-0.03,0.49,-0.35,-0.4,0.14,-0.137
2020,6,16,53,.,-0.15,0,0.91,-0.37,-0.42,0.13,-0.127
2020,6,16,54,.,0.05,0.1,0.68,0.05,-0.27,0.06,-0.0586
2020,6,16,55,.,-0.03,0.09,2.49,-0.05,-0.31,0.09,-0.0879
2020,6,16,56,.,0.11,0.23,1.71,0.25,-0.22,0.05,-0.0488
2020,6,17,1,.,0.01,0.07,0.68,0.01,-0.28,0.07,-0.0784
2020,6,17,2,.,0.12,0.16,1.29,-0.08,-0.26,0.07,-0.0784
2020,6,17,4,.,-0.17,-0.06,-0.07,-0.27,-0.38,0.11,-0.123
2020,6,17,5,.,0.01,0.1,1.38,0,-0.28,0.06,-0.0672
2020,6,17,6,.,-0.29,-0.06,0.12,-0.38,-0.41,0.14,-0.157
2020,6,17,8,.,-0.1,0.03,0.95,-0.3,-0.39,0.11,-0.123
2020,6,17,9,.,-0.07,0,1.08,-0.23,-0.38,0.12,-0.134
2020,6,17,10,.,-0.03,0,0.56,-0.23,-0.36,0.12,-0.134
2020,6,17,11,110,-0.55,-0.26,-0.58,-0.71,-0.62,0.23,-0.258
2020,6,17,12,.,-0.19,-0.09,-0.05,-0.39,-0.33,0.11,-0.123
2020,6,17,13,.,-0.07,0,0.6,-0.33,-0.35,0.1,-0.112
2020,6,17,15,.,-0.34,-0.2,-0.33,-0.58,-0.34,0.14,-0.157
2020,6,17,16,.,0.06,0.13,1.26,0.08,-0.28,0.07,-0.0784
2020,6,17,17,.,-0.13,0.02,0.89,-0.31,-0.39,0.12,-0.134
2020,6,17,18,.,0.03,0.09,1.78,0.03,-0.29,0.07,-0.0784
2020,6,17,19,.,-0.02,0.22,2.19,0.06,-0.29,0.07,-0.0784
2020,6,17,20,.,0,0.09,1.55,0.09,-0.3,0.07,-0.0784
2020,6,17,21,.,-0.03,0.11,1.18,-0.07,-0.31,0.07,-0.0784
2020,6,17,22,.,-0.04,0.06,0.32,-0.14,-0.28,0.07,-0.0784
2020,6,17,23,.,0.02,0.11,1.96,-0.01,-0.3,0.07,-0.0784
2020,6,17,24,.,-0.19,-0.06,0.4,-0.4,-0.45,0.17,-0.19
2020,6,17,25,.,-0.17,-0.05,1.02,-0.5,-0.45,0.15,-0.168
2020,6,17,26,.,0.01,0.08,2.23,-0.16,-0.36,0.09,-0.101
2020,6,17,27,.,-0.05,0.09,1.87,-0.36,-0.38,0.11,-0.123
2020,6,17,28,.,0.08,0.09,0.55,0.08,-0.26,0.06,-0.0672
2020,6,17,29,.,0.07,0.1,1,-0.07,-0.3,0.05,-0.056
2020,6,17,30,.,0.07,0.16,0.82,0.04,-0.24,0.06,-0.0672
2020,6,17,31,.,-0.02,0.08,1.38,0.07,-0.3,0.09,-0.101
2020,6,17,32,.,-0.12,0,0,-0.32,-0.37,0.1,-0.112
2020,6,17,33,.,0.03,0.08,2,-0.13,-0.34,0.11,-0.123
2020,6,17,34,.,-0.27,-0.02,1.1,-0.45,-0.44,0.16,-0.179
2020,6,17,35,.,-0.09,0.06,0.36,-0.1,-0.34,0.11,-0.123
2020,6,17,36,.,-0.31,-0.01,0.57,-0.5,-0.43,0.15,-0.168
2020,6,17,37,.,-0.11,0.02,0.4,-0.26,-0.34,0.11,-0.123
2020,6,17,38,.,0.05,0.06,.,0.03,-0.25,0.06,-0.0672
2020,6,17,39,.,0,0.07,1.9,-0.03,-0.32,0.08,-0.0896
2020,6,17,40,.,0.05,0.13,1.02,0.07,-0.28,0.06,-0.0672
2020,6,17,41,.,-0.09,0.05,1.27,-0.22,-0.37,0.09,-0.101
2020,6,17,42,.,-0.12,0.01,0.97,-0.31,-0.37,0.11,-0.123
2020,6,17,44,.,-0.01,-0.01,2.36,-0.36,-0.37,0.1,-0.112
2020,6,17,45,.,-0.02,0.04,0.5,0.01,-0.29,0.08,-0.0896
2020,6,17,46,.,0.09,0.25,2.68,0.22,-0.25,0.06,-0.0672
2020,6,17,47,.,0.01,0.08,0.98,-0.12,-0.29,0.07,-0.0784
2020,6,17,48,.,-0.1,0.01,0.27,-0.25,-0.35,0.12,-0.134
2020,6,17,49,.,-0.05,0.09,1.44,-0.24,-0.38,0.1,-0.112
2020,6,17,50,.,-0.06,0.04,1.89,-0.25,-0.36,0.1,-0.112
2020,6,17,51,.,-0.17,-0.03,0.25,-0.34,-0.41,0.15,-0.168
2020,6,17,53,.,-0.15,0.01,1.26,-0.35,-0.42,0.12,-0.134
2020,6,17,54,.,0,0.05,0.47,0.04,-0.29,0.07,-0.0784
2020,6,17,55,.,-0.01,0.1,2.59,-0.04,-0.31,0.08,-0.0896
2020,6,17,56,.,0.11,0.23,1.93,0.25,-0.24,0.05,-0.056
2020,6,18,1,.,-0.04,0.06,0.58,0.03,-0.27,0.08,-0.0805
2020,6,18,2,.,0.08,0.14,1.44,-0.07,-0.26,0.06,-0.0603
2020,6,18,4,.,-0.17,-0.05,-0.03,-0.28,-0.38,0.11,-0.111
2020,6,18,5,.,0,0.1,1.33,0.03,-0.28,0.06,-0.0603
2020,6,18,6,.,-0.28,-0.05,0.09,-0.39,-0.41,0.14,-0.141
2020,6,18,8,.,-0.11,0.02,0.91,-0.3,-0.4,0.11,-0.111
2020,6,18,9,.,-0.08,0.01,0.98,-0.25,-0.38,0.12,-0.121
2020,6,18,10,.,-0.01,0.04,0.98,-0.18,-0.36,0.11,-0.111
2020,6,18,11,110,-0.51,-0.21,-0.37,-0.7,-0.61,0.22,-0.221
2020,6,18,12,.,-0.2,-0.1,-0.15,-0.38,-0.33,0.11,-0.111
2020,6,18,13,.,-0.08,0.01,0.41,-0.32,-0.35,0.11,-0.111
2020,6,18,15,.,-0.35,-0.2,-0.4,-0.59,-0.34,0.14,-0.141
2020,6,18,16,.,0.08,0.16,2.47,0.14,-0.29,0.05,-0.0503
2020,6,18,17,.,-0.13,0.04,0.88,-0.32,-0.38,0.11,-0.111
2020,6,18,18,.,0.02,0.1,1.75,0.04,-0.29,0.07,-0.0704
2020,6,18,19,.,-0.05,0.13,1.98,0.03,-0.3,0.08,-0.0805
2020,6,18,20,.,-0.05,0.03,1.54,0.07,-0.32,0.08,-0.0805
2020,6,18,21,.,-0.06,0.09,0.93,-0.08,-0.32,0.08,-0.0805
2020,6,18,22,.,-0.06,0.06,0.23,-0.16,-0.29,0.08,-0.0805
2020,6,18,23,.,0.02,0.14,2.57,0.03,-0.3,0.06,-0.0603
2020,6,18,24,.,-0.16,-0.02,0.85,-0.38,-0.44,0.16,-0.161
2020,6,18,25,.,-0.18,-0.02,1.12,-0.51,-0.44,0.15,-0.151
2020,6,18,26,.,-0.01,0.08,2.29,-0.16,-0.36,0.08,-0.0805
2020,6,18,27,.,-0.12,0.04,0.88,-0.4,-0.39,0.13,-0.131
2020,6,18,28,.,0.02,0.06,0.57,0.07,-0.26,0.06,-0.0603
2020,6,18,29,.,-0.01,0.09,1.27,-0.09,-0.32,0.08,-0.0805
2020,6,18,30,.,0.09,0.19,1.49,0.15,-0.23,0.04,-0.0402
2020,6,18,31,.,-0.09,0.02,1.02,0.03,-0.31,0.1,-0.101
2020,6,18,32,.,-0.14,0,-0.04,-0.34,-0.37,0.1,-0.101
2020,6,18,33,.,0.02,0.09,2.52,-0.09,-0.34,0.1,-0.101
2020,6,18,34,.,-0.28,-0.01,0.98,-0.46,-0.45,0.17,-0.171
2020,6,18,35,.,-0.08,0.08,0.48,-0.07,-0.35,0.11,-0.111
2020,6,18,36,.,-0.31,0,0.52,-0.5,-0.43,0.15,-0.151
2020,6,18,37,.,-0.11,0.03,0.55,-0.25,-0.33,0.1,-0.101
2020,6,18,38,.,0.06,0.09,1.63,-0.02,-0.25,0.06,-0.0603
2020,6,18,39,.,-0.02,0.08,1.56,-0.04,-0.33,0.08,-0.0805
2020,6,18,40,.,0.03,0.12,1.04,0.05,-0.29,0.06,-0.0603
2020,6,18,41,.,-0.11,0.07,1.2,-0.22,-0.38,0.09,-0.0905
2020,6,18,42,.,-0.13,0,0.82,-0.32,-0.38,0.11,-0.111
2020,6,18,44,.,-0.01,-0.01,2.63,-0.35,-0.37,0.1,-0.101
2020,6,18,45,.,-0.02,0.05,0.63,0.04,-0.28,0.08,-0.0805
2020,6,18,46,.,0.08,0.22,2.43,0.27,-0.26,0.08,-0.0805
2020,6,18,47,.,0,0.07,0.95,-0.1,-0.29,0.07,-0.0704
2020,6,18,48,.,-0.11,-0.01,0.35,-0.25,-0.37,0.12,-0.121
2020,6,18,49,.,-0.05,0.1,1.72,-0.24,-0.38,0.1,-0.101
2020,6,18,50,.,-0.09,0.03,1.87,-0.27,-0.35,0.09,-0.0905
2020,6,18,51,.,-0.14,0.01,0.69,-0.32,-0.4,0.13,-0.131
2020,6,18,53,.,-0.13,0.04,1.33,-0.35,-0.42,0.11,-0.111
2020,6,18,54,.,-0.01,0.05,0.38,0.09,-0.29,0.07,-0.0704
2020,6,18,55,.,-0.02,0.1,2.49,-0.04,-0.31,0.08,-0.0805
2020,6,18,56,.,0.11,0.24,2.43,0.3,-0.24,0.04,-0.0402
2020,6,19,1,.,-0.06,0.05,0.72,0.04,-0.29,0.06,-0.0581
2020,6,19,2,.,0.03,0.12,1.24,-0.1,-0.26,0.06,-0.0581
2020,6,19,4,.,-0.21,-0.05,-0.06,-0.28,-0.38,0.11,-0.107
2020,6,19,5,.,-0.02,0.09,1.46,0.02,-0.29,0.05,-0.0484
2020,6,19,6,.,-0.3,-0.04,0.09,-0.38,-0.4,0.12,-0.116
2020,6,19,8,.,-0.16,0.02,0.66,-0.29,-0.39,0.09,-0.0871
2020,6,19,9,.,-0.12,0,1.09,-0.24,-0.37,0.1,-0.0968
2020,6,19,10,.,-0.05,0.03,.,-0.22,-0.38,0.1,-0.0968
2020,6,19,11,110,-0.5,-0.18,-0.31,-0.63,-0.58,0.19,-0.184
2020,6,19,12,.,-0.21,-0.07,-0.13,-0.39,-0.34,0.1,-0.0968
2020,6,19,13,.,-0.11,0.01,0.82,-0.32,-0.35,0.07,-0.0678
2020,6,19,15,.,-0.34,-0.19,-0.4,-0.58,-0.33,0.12,-0.116
2020,6,19,16,.,0.03,0.17,2.47,0.14,-0.29,0.02,-0.0194
2020,6,19,17,.,-0.17,0.02,0.86,-0.27,-0.38,0.09,-0.0871
2020,6,19,18,.,-0.02,0.06,2.12,0.06,-0.3,0.05,-0.0484
2020,6,19,19,.,-0.01,0.18,1.75,0.04,-0.29,0.05,-0.0484
2020,6,19,20,.,-0.02,0.01,1.29,0.07,-0.29,0.05,-0.0484
2020,6,19,21,.,-0.08,0.09,1.47,-0.05,-0.33,0.06,-0.0581
2020,6,19,22,.,-0.11,0.04,0.24,-0.17,-0.3,0.07,-0.0678
2020,6,19,23,.,-0.05,0.09,2.58,-0.02,-0.33,0.06,-0.0581
2020,6,19,24,.,-0.2,-0.03,0.79,-0.36,-0.43,0.14,-0.136
2020,6,19,25,.,-0.22,-0.04,1,-0.49,-0.44,0.13,-0.126
2020,6,19,26,.,-0.11,0.02,2.28,-0.14,-0.37,0.07,-0.0678
2020,6,19,27,.,-0.11,0.1,1.86,-0.33,-0.38,0.08,-0.0775
2020,6,19,28,.,-0.04,0.03,0.51,0.04,-0.27,0.05,-0.0484
2020,6,19,29,.,0.02,0.05,1.51,-0.04,-0.24,0.05,-0.0484
2020,6,19,30,.,0.02,0.2,1.77,0.16,-0.25,0.02,-0.0194
2020,6,19,31,.,-0.04,0.1,1.59,0.08,-0.3,0.07,-0.0678
2020,6,19,32,.,-0.17,-0.02,-0.07,-0.35,-0.38,0.09,-0.0871
2020,6,19,33,.,-0.04,0.09,2.52,-0.17,-0.35,0.09,-0.0871
2020,6,19,34,.,-0.29,0.01,1.21,-0.43,-0.43,0.15,-0.145
2020,6,19,35,.,-0.12,0.11,0.4,-0.09,-0.33,0.08,-0.0775
2020,6,19,36,.,-0.33,0,0.61,-0.48,-0.44,0.13,-0.126
2020,6,19,37,.,-0.12,0.03,0.75,-0.23,-0.33,0.08,-0.0775
2020,6,19,38,.,-0.03,0.05,2.35,0.05,-0.24,0.03,-0.029
2020,6,19,39,.,-0.08,0.05,2.22,0.02,-0.33,0.06,-0.0581
2020,6,19,40,.,-0.06,0.01,0.53,0.01,-0.3,0.07,-0.0678
2020,6,19,41,.,-0.15,0.04,1.15,-0.21,-0.37,0.07,-0.0678
2020,6,19,42,.,-0.18,-0.02,0.85,-0.31,-0.38,0.1,-0.0968
2020,6,19,44,.,-0.05,0.01,2.75,-0.33,-0.36,0.09,-0.0871
2020,6,19,45,.,-0.04,0.07,0.59,0.08,-0.3,0.06,-0.0581
2020,6,19,46,.,0.06,0.27,3.33,0.3,-0.24,0.04,-0.0387
2020,6,19,47,.,-0.04,0.05,1.01,-0.09,-0.3,0.05,-0.0484
2020,6,19,48,.,-0.14,0,0.17,-0.24,-0.37,0.1,-0.0968
2020,6,19,49,.,-0.09,0.14,1.76,-0.22,-0.36,0.06,-0.0581
2020,6,19,50,.,-0.14,0.01,1.68,-0.31,-0.37,0.09,-0.0871
2020,6,19,51,.,-0.17,-0.02,0.72,-0.3,-0.41,0.12,-0.116
2020,6,19,53,.,-0.17,0.01,1.37,-0.32,-0.42,0.09,-0.0871
2020,6,19,54,.,-0.05,0.01,0.68,0.13,-0.31,0.07,-0.0678
2020,6,19,55,.,-0.07,0.08,2.29,-0.01,-0.32,0.08,-0.0775
2020,6,19,56,.,0.04,0.25,.,0.41,-0.25,0.03,-0.029
2020,6,20,1,.,-0.06,0.14,0.93,0.2,-0.07,0.01,-0.0175
2020,6,20,2,.,0.02,0.19,1.8,0,-0.1,0,-1.02E-07
2020,6,20,4,.,-0.25,-0.04,-0.21,-0.29,-0.14,0.07,-0.123
2020,6,20,5,.,-0.09,0.13,1.03,0.07,-0.07,0.01,-0.0175
2020,6,20,6,.,-0.31,0.01,0.06,-0.32,-0.14,0.07,-0.123
2020,6,20,8,.,-0.18,0.06,0.89,-0.22,-0.12,0.03,-0.0526
2020,6,20,9,.,-0.11,0.05,2.18,-0.14,-0.1,0.02,-0.0351
2020,6,20,10,.,-0.05,0.1,.,-0.04,-0.09,0.04,-0.0701
2020,6,20,11,110,-0.58,-0.18,-0.46,-0.6,-0.22,0.09,-0.158
2020,6,20,12,.,-0.21,-0.03,-0.06,-0.39,-0.15,0.05,-0.0877
2020,6,20,13,.,-0.11,0.06,0.81,-0.25,-0.1,0.02,-0.0351
2020,6,20,15,.,-0.33,-0.15,-0.22,-0.61,-0.24,0.08,-0.14
2020,6,20,16,.,-0.03,0.19,.,0.28,-0.08,-0.01,0.0175
2020,6,20,17,.,-0.2,0.1,0.87,-0.17,-0.1,0.03,-0.0526
2020,6,20,18,.,-0.02,0.17,3.12,0.2,-0.09,-0.01,0.0175
2020,6,20,19,.,-0.07,0.26,2.19,0.06,-0.04,0.01,-0.0175
2020,6,20,20,.,-0.11,0.09,2.18,0.13,-0.06,0.01,-0.0175
2020,6,20,21,.,-0.09,0.17,2.14,0.08,-0.09,0,-1.02E-07
2020,6,20,22,.,-0.14,0.09,0.09,-0.14,-0.14,0.03,-0.0526
2020,6,20,23,.,-0.08,0.11,2.64,0.1,-0.1,0,-1.02E-07
2020,6,20,24,.,-0.22,0,1.04,-0.22,-0.13,0.06,-0.105
2020,6,20,25,.,-0.24,-0.03,1.63,-0.35,-0.15,0.04,-0.0701
2020,6,20,26,.,-0.11,0.12,3.16,-0.03,-0.07,0,-1.02E-07
2020,6,20,27,.,-0.18,0.09,1.39,-0.27,-0.06,0.03,-0.0526
2020,6,20,28,.,-0.01,0.13,0.68,0.13,-0.1,0.01,-0.0175
2020,6,20,29,.,-0.09,0.14,1.48,-0.04,-0.06,0.01,-0.0175
2020,6,20,30,.,-0.01,0.25,1.66,0.19,-0.09,-0.01,0.0175
2020,6,20,31,.,-0.1,0.12,2.07,0.12,-0.07,0.01,-0.0175
2020,6,20,32,.,-0.2,0.01,-0.16,-0.33,-0.25,0.05,-0.0877
2020,6,20,33,.,-0.07,0.1,2.35,-0.06,-0.1,0.02,-0.0351
